event_id,transaction_id,event_type,event_status,event_timestamp,provider
EVT-46EAE54BE5,TXN-0C5BB9C3C4,SUCCESS,CONFIRMED,2026-08-24 11:57:53.736560,Provider B
EVT-0E8490F668,TXN-0C5BB9C3C4,SETTLEMENT,CONFIRMED,2026-08-24 11:57:55.736560,Provider B
EVT-8EFB59BC1A,TXN-CF9528E7C8,INITIATED,RECEIVED,2026-09-11 11:45:49.736597,Provider D
EVT-261F4212AC,TXN-CF9528E7C8,PROCESSING,RECEIVED,2026-09-11 11:45:54.736597,Provider D
EVT-818A548E02,TXN-CF9528E7C8,SUCCESS,CONFIRMED,2026-09-11 11:46:02.736597,Provider D
EVT-C46C700602,TXN-CF9528E7C8,SETTLEMENT,CONFIRMED,2026-09-11 11:46:03.736597,Provider D
EVT-B072B54D56,TXN-1A2AC829D0,INITIATED,RECEIVED,2026-09-16 10:35:25.736634,Provider B
EVT-6117B2073C,TXN-1A2AC829D0,PROCESSING,RECEIVED,2026-09-16 10:35:29.736634,Provider B
EVT-48588A8299,TXN-1A2AC829D0,SUCCESS,CONFIRMED,2026-09-16 10:35:37.736634,Provider B
EVT-DF5448159E,TXN-1A2AC829D0,SETTLEMENT,CONFIRMED,2026-09-16 10:35:42.736634,Provider B
EVT-69C783727C,TXN-B5E896899A,INITIATED,RECEIVED,2026-09-01 09:13:14.736671,Provider B
EVT-6C942433C9,TXN-B5E896899A,PROCESSING,RECEIVED,2026-09-01 09:13:19.736671,Provider B
EVT-96FA4E0B85,TXN-B5E896899A,FAILED,INSUFFICIENT_FUNDS,2026-09-01 09:13:28.736671,Provider B
EVT-034A66FFBE,TXN-BBED436CA4,INITIATED,RECEIVED,2026-08-27 16:53:45.736710,Provider A
EVT-40961A0191,TXN-BBED436CA4,PROCESSING,RECEIVED,2026-08-27 16:53:49.736710,Provider A
EVT-42831A0B57,TXN-BBED436CA4,SUCCESS,CONFIRMED,2026-08-27 16:53:56.736710,Provider A
EVT-6A3563D1A9,TXN-BBED436CA4,SETTLEMENT,CONFIRMED,2026-08-27 16:54:06.736710,Provider A
EVT-E4958860B7,TXN-FB5A69423C,INITIATED,RECEIVED,2026-08-21 07:55:18.736748,Provider A
EVT-D8AB68F480,TXN-FB5A69423C,PROCESSING,RECEIVED,2026-08-21 07:55:22.736748,Provider A
EVT-711D5EEACE,TXN-FB5A69423C,FAILED,PROVIDER_ERROR,2026-08-21 07:55:35.736748,Provider A
EVT-046F77DA1A,TXN-0AC2353563,INITIATED,RECEIVED,2026-09-10 12:57:04.736781,Provider B
EVT-F391A4E970,TXN-0AC2353563,PROCESSING,RECEIVED,2026-09-10 12:57:05.736781,Provider B
EVT-8A4913B94C,TXN-0AC2353563,SUCCESS,CONFIRMED,2026-09-10 12:57:16.736781,Provider B
EVT-E895E510C8,TXN-0AC2353563,SETTLEMENT,CONFIRMED,2026-09-10 12:57:23.736781,Provider B
EVT-12E94764E6,TXN-2B0A4F5AE9,INITIATED,RECEIVED,2026-08-26 23:16:00.736850,Provider D
EVT-55B6956DA5,TXN-2B0A4F5AE9,PROCESSING,RECEIVED,2026-08-26 23:16:04.736850,Provider D
EVT-8BBE38BF51,TXN-2B0A4F5AE9,FAILED,TIMEOUT,2026-08-26 23:16:11.736850,Provider D
EVT-2298BA8F39,TXN-C78588CCC5,INITIATED,RECEIVED,2026-09-12 05:06:45.736883,Provider B
EVT-C9C3A3C45C,TXN-C78588CCC5,PROCESSING,RECEIVED,2026-09-12 05:06:47.736883,Provider B
EVT-26FC98DC02,TXN-C78588CCC5,SUCCESS,CONFIRMED,2026-09-12 05:06:50.736883,Provider B
EVT-1DBC8C5226,TXN-C78588CCC5,SETTLEMENT,CONFIRMED,2026-09-12 05:06:58.736883,Provider B
EVT-63D49E19EB,TXN-B4BCD76F84,INITIATED,RECEIVED,2026-08-25 22:26:20.736920,Provider C
EVT-DD589B0DAC,TXN-B4BCD76F84,PROCESSING,RECEIVED,2026-08-25 22:26:25.736920,Provider C
EVT-4A55073807,TXN-B4BCD76F84,SUCCESS,CONFIRMED,2026-08-25 22:26:36.736920,Provider C
EVT-805AECC0C6,TXN-B4BCD76F84,SETTLEMENT,CONFIRMED,2026-08-25 22:26:43.736920,Provider C
EVT-697285290E,TXN-E609768DCF,INITIATED,RECEIVED,2026-09-08 15:18:05.736962,Provider A
EVT-69FAFDFC9F,TXN-E609768DCF,PROCESSING,RECEIVED,2026-09-08 15:18:06.736962,Provider A
EVT-0FD91E5772,TXN-E609768DCF,PENDING,AWAITING_CONFIRMATION,2026-09-08 15:18:27.736962,Provider A
EVT-EFEDE51610,TXN-E3E6FBE2C7,INITIATED,RECEIVED,2026-09-05 22:43:43.737000,Provider D
EVT-D767D4ED44,TXN-E3E6FBE2C7,PROCESSING,RECEIVED,2026-09-05 22:43:48.737000,Provider D
EVT-A98C7BA937,TXN-E3E6FBE2C7,SUCCESS,CONFIRMED,2026-09-05 22:44:01.737000,Provider D
EVT-9DB0815A9F,TXN-E3E6FBE2C7,SETTLEMENT,CONFIRMED,2026-09-05 22:44:10.737000,Provider D
EVT-C18AAB2DFC,TXN-9151C3FE6B,INITIATED,RECEIVED,2026-09-12 20:28:51.737037,Provider B
EVT-25C6AE089E,TXN-9151C3FE6B,PROCESSING,RECEIVED,2026-09-12 20:28:54.737037,Provider B
EVT-B0F9E2F4D2,TXN-9151C3FE6B,SUCCESS,CONFIRMED,2026-09-12 20:28:55.737037,Provider B
EVT-07AF897A8F,TXN-9151C3FE6B,SETTLEMENT,CONFIRMED,2026-09-12 20:29:03.737037,Provider B
EVT-F98848A011,TXN-C0442624A5,INITIATED,RECEIVED,2026-09-05 03:50:04.737074,Provider C
EVT-C7980DDBA4,TXN-C0442624A5,PROCESSING,RECEIVED,2026-09-05 03:50:08.737074,Provider C
EVT-8B7AE9CA60,TXN-C0442624A5,SUCCESS,CONFIRMED,2026-09-05 03:50:17.737074,Provider C
EVT-E04E4F370A,TXN-C0442624A5,SETTLEMENT,CONFIRMED,2026-09-05 03:50:21.737074,Provider C
EVT-7169B1505C,TXN-007B0F0DDA,INITIATED,RECEIVED,2026-09-12 11:51:15.737115,Provider A
EVT-A81292A779,TXN-007B0F0DDA,PROCESSING,RECEIVED,2026-09-12 11:51:19.737115,Provider A
EVT-5D5F2BD08C,TXN-007B0F0DDA,SUCCESS,CONFIRMED,2026-09-12 11:51:28.737115,Provider A
EVT-771CB321A5,TXN-007B0F0DDA,SETTLEMENT,CONFIRMED,2026-09-12 11:51:37.737115,Provider A
EVT-14CFFA7B8B,TXN-96407C3310,INITIATED,RECEIVED,2026-09-06 01:40:19.737160,Provider D
EVT-C9D1F46699,TXN-96407C3310,PROCESSING,RECEIVED,2026-09-06 01:40:20.737160,Provider D
EVT-2D776494D1,TXN-96407C3310,SUCCESS,CONFIRMED,2026-09-06 01:40:32.737160,Provider D
EVT-F417344824,TXN-96407C3310,SETTLEMENT,CONFIRMED,2026-09-06 01:40:41.737160,Provider D
EVT-E49781C3A3,TXN-D0A29D5E59,INITIATED,RECEIVED,2026-08-29 08:52:50.737197,Provider C
EVT-B3F5911132,TXN-D0A29D5E59,PROCESSING,RECEIVED,2026-08-29 08:52:55.737197,Provider C
EVT-BA8E256195,TXN-D0A29D5E59,SUCCESS,CONFIRMED,2026-08-29 08:52:58.737197,Provider C
EVT-FD30F68B8F,TXN-D0A29D5E59,SETTLEMENT,CONFIRMED,2026-08-29 08:53:03.737197,Provider C
EVT-82AC6DC44D,TXN-9AE5AF97B6,INITIATED,RECEIVED,2026-08-22 14:11:42.737237,Provider D
EVT-E9BA85E146,TXN-9AE5AF97B6,PROCESSING,RECEIVED,2026-08-22 14:11:43.737237,Provider D
EVT-D74D65AC17,TXN-9AE5AF97B6,SUCCESS,CONFIRMED,2026-08-22 14:11:48.737237,Provider D
EVT-835EB957A6,TXN-9AE5AF97B6,REVERSAL,REVERSED,2026-08-22 14:16:22.737237,Provider D
EVT-250E9330B6,TXN-A1BB2E6FD8,INITIATED,RECEIVED,2026-08-25 22:05:12.737283,Provider A
EVT-50921D7289,TXN-A1BB2E6FD8,PROCESSING,RECEIVED,2026-08-25 22:05:17.737283,Provider A
EVT-2B48ABCF22,TXN-A1BB2E6FD8,FAILED,INVALID_ACCOUNT,2026-08-25 22:05:47.737283,Provider A
EVT-C59729EEB9,TXN-4B29E1CE20,INITIATED,RECEIVED,2026-08-31 08:06:36.737316,Provider C
EVT-E84D1DEF06,TXN-4B29E1CE20,PROCESSING,RECEIVED,2026-08-31 08:06:38.737316,Provider C
EVT-55F63F26AD,TXN-4B29E1CE20,SUCCESS,CONFIRMED,2026-08-31 08:06:43.737316,Provider C
EVT-4B485BE47F,TXN-4B29E1CE20,SETTLEMENT,CONFIRMED,2026-08-31 08:06:45.737316,Provider C
EVT-EFB835D662,TXN-A55FD037AE,INITIATED,RECEIVED,2026-08-28 00:09:01.737370,Provider A
EVT-5C92F1C1C3,TXN-A55FD037AE,PROCESSING,RECEIVED,2026-08-28 00:09:05.737370,Provider A
EVT-BED0FE8231,TXN-A55FD037AE,SUCCESS,CONFIRMED,2026-08-28 00:09:07.737370,Provider A
EVT-7DB99737B3,TXN-A55FD037AE,SETTLEMENT,CONFIRMED,2026-08-28 00:09:11.737370,Provider A
EVT-0643B5354B,TXN-FDBE34CD3A,INITIATED,RECEIVED,2026-09-02 05:23:38.737407,Provider A
EVT-EB31C09CBC,TXN-FDBE34CD3A,PROCESSING,RECEIVED,2026-09-02 05:23:41.737407,Provider A
EVT-454DD36C09,TXN-FDBE34CD3A,FAILED,INVALID_ACCOUNT,2026-09-02 05:24:09.737407,Provider A
EVT-1F49ADE624,TXN-BC3E9ECDB7,INITIATED,RECEIVED,2026-09-17 00:20:23.737439,Provider C
EVT-A77E6FD3B5,TXN-BC3E9ECDB7,PROCESSING,RECEIVED,2026-09-17 00:20:26.737439,Provider C
EVT-8349D3B145,TXN-BC3E9ECDB7,PENDING,AWAITING_CONFIRMATION,2026-09-17 00:20:50.737439,Provider C
EVT-DCCFC96440,TXN-03402FF34D,INITIATED,RECEIVED,2026-09-01 12:51:55.737472,Provider A
EVT-62BC0A2214,TXN-03402FF34D,PROCESSING,RECEIVED,2026-09-01 12:51:56.737472,Provider A
EVT-9558FB32D9,TXN-03402FF34D,SUCCESS,CONFIRMED,2026-09-01 12:52:04.737472,Provider A
EVT-7279D6A51D,TXN-03402FF34D,SETTLEMENT,CONFIRMED,2026-09-01 12:52:10.737472,Provider A
EVT-5AE0F628F3,TXN-798789901B,INITIATED,RECEIVED,2026-09-09 04:55:32.737511,Provider C
EVT-EEC742C23C,TXN-798789901B,PROCESSING,RECEIVED,2026-09-09 04:55:35.737511,Provider C
EVT-83176A8D87,TXN-798789901B,SUCCESS,CONFIRMED,2026-09-09 04:55:40.737511,Provider C
EVT-938146B5DD,TXN-798789901B,SETTLEMENT,CONFIRMED,2026-09-09 04:55:46.737511,Provider C
EVT-7D08428C99,TXN-9EB04E6A9B,INITIATED,RECEIVED,2026-08-26 00:13:26.737554,Provider D
EVT-C2FEB9CF5C,TXN-9EB04E6A9B,PROCESSING,RECEIVED,2026-08-26 00:13:27.737554,Provider D
EVT-16D6D3B26C,TXN-9EB04E6A9B,SUCCESS,CONFIRMED,2026-08-26 00:13:31.737554,Provider D
EVT-FDEB5F43DD,TXN-9EB04E6A9B,REVERSAL,REVERSED,2026-08-26 00:16:17.737554,Provider D
EVT-72269FC9FC,TXN-112C61E380,INITIATED,RECEIVED,2026-09-16 01:03:10.737597,Provider A
EVT-318DCC8361,TXN-112C61E380,PROCESSING,RECEIVED,2026-09-16 01:03:11.737597,Provider A
EVT-C29101C681,TXN-112C61E380,SUCCESS,CONFIRMED,2026-09-16 01:03:15.737597,Provider A
EVT-C77158B669,TXN-112C61E380,SETTLEMENT,CONFIRMED,2026-09-16 01:03:17.737597,Provider A
EVT-C52A0CB06D,TXN-9D9D07B7A9,INITIATED,RECEIVED,2026-09-11 18:47:28.737635,Provider C
EVT-26FD3F20E8,TXN-9D9D07B7A9,PROCESSING,RECEIVED,2026-09-11 18:47:32.737635,Provider C
EVT-E3F8EC2AE3,TXN-9D9D07B7A9,PENDING,AWAITING_CONFIRMATION,2026-09-11 18:47:43.737635,Provider C
EVT-73B36B5E83,TXN-F0608F2B76,INITIATED,RECEIVED,2026-09-18 11:29:27.737666,Provider D
EVT-D99B846FBE,TXN-F0608F2B76,PROCESSING,RECEIVED,2026-09-18 11:29:29.737666,Provider D
EVT-C105F79091,TXN-F0608F2B76,SUCCESS,CONFIRMED,2026-09-18 11:29:37.737666,Provider D
EVT-1208BB0F3B,TXN-F0608F2B76,SETTLEMENT,CONFIRMED,2026-09-18 11:29:46.737666,Provider D
EVT-CF65F9F453,TXN-32FEE50F11,INITIATED,RECEIVED,2026-09-12 21:27:51.737702,Provider D
EVT-B9854610A2,TXN-32FEE50F11,PROCESSING,RECEIVED,2026-09-12 21:27:54.737702,Provider D
EVT-3BE01408C2,TXN-32FEE50F11,SUCCESS,CONFIRMED,2026-09-12 21:28:06.737702,Provider D
EVT-61252C114A,TXN-32FEE50F11,SETTLEMENT,CONFIRMED,2026-09-12 21:28:14.737702,Provider D
EVT-92E09C4C8A,TXN-61942A2B9E,INITIATED,RECEIVED,2026-09-07 21:19:55.737742,Provider A
EVT-C1D1E7B0DE,TXN-61942A2B9E,PROCESSING,RECEIVED,2026-09-07 21:19:57.737742,Provider A
EVT-C98CEC2F3F,TXN-61942A2B9E,SUCCESS,CONFIRMED,2026-09-07 21:20:04.737742,Provider A
EVT-96097D22AB,TXN-61942A2B9E,SETTLEMENT,CONFIRMED,2026-09-07 21:20:07.737742,Provider A
EVT-DE9FD9087B,TXN-8721DDA9B7,INITIATED,RECEIVED,2026-08-24 00:20:48.737782,Provider A
EVT-CC2C9FAB47,TXN-8721DDA9B7,PROCESSING,RECEIVED,2026-08-24 00:20:50.737782,Provider A
EVT-80917D21FE,TXN-8721DDA9B7,SUCCESS,CONFIRMED,2026-08-24 00:21:01.737782,Provider A
EVT-E69AE36145,TXN-8721DDA9B7,SETTLEMENT,CONFIRMED,2026-08-24 00:21:06.737782,Provider A
EVT-C756DEB414,TXN-67DD569FC0,INITIATED,RECEIVED,2026-08-31 10:12:22.737818,Provider D
EVT-6E01B660B3,TXN-67DD569FC0,PROCESSING,RECEIVED,2026-08-31 10:12:25.737818,Provider D
EVT-8EFE59C8D4,TXN-67DD569FC0,SUCCESS,CONFIRMED,2026-08-31 10:12:32.737818,Provider D
